date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:22:40	123486/123486	---M-Z	200	added ('OK')	text/html	etag:W/%22c4def80d4112e469f6e42fdbd2974f03--gzip%22	https://www.marrisawilsonny.com/	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/index.html	(from )
11:22:40	346/346	---M-Z	200	added ('OK')	text/plain	date:Mon,%2022%20Jan%202024%2022:41:14%20GMT	https://www.marrisawilsonny.com/robots.txt		(from )
11:22:40	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Tue,%2023%20Jan%202024%2006:22:40%20GMT	http://static1.squarespace.com/static/569bffe6e0327c41cd9cd467/t/64a09239cf0db01a6970540a/1688244793421/New+Branding+SocialArtboard+5-1+copy.png?format=1500w	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/static1.squarespace.com/static/569bffe6e0327c41cd9cd467/t/64a09239cf0db01a6970540a/1688244793421/New+Branding+SocialArtboard+5-1+copy.026f7.delayed	(from https://www.marrisawilsonny.com/)
11:22:42	42387/42387	---M-Z	200	added ('OK')	text/javascript	etag:%22848ddcc7a5193f9dbeb177386b6c0dda%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/@sqs/polyfiller/1.6/legacy.js	(from https://www.marrisawilsonny.com/)
11:22:44	20474/20474	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2023%20Jan%202024%2006:22:43%20GMT	http://use.typekit.net/ik/oQorSiGHhQtPLNr-46x3yOdJj4D9ejhx6rCRuQ9mBZjfen6BfFHN4UJLFRbh52jhWD9h5A4cZc9hZQMDwRiRF2BRZ28RZ2bhFU7iMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37OcBDOcu8OfG0dABkSc8DjPua-AUDdhtlwhUE5PoDSWmyScmDSeBRZPoRdhXCHKoDSWmyScmDSeBRZWFR-emqiAUTdcS0jhNlOeBRiA8XpWFR-emqiAUTdcS0jhNlOeBRiA8XpWFR-emqiAUTdcS0dcmXOeBDOcu8OeUzjhBC-eNDifUljW4k-WFyOWiTdYFzdKXDdYGoO1FUiABkZWF3jAF8OcFzdPUljW4k-WFyih8CShN0d1q0jhNlOYFUiABkZWF3jAF8ShFGZAsude80ZkoRdhXCiaiaOcBRiA8XpWFR-emqiAUTdcS0jhNlOYiaikoyjamTiY8Djhy8ZYmC-Ao1Oco8ifUaiaS0jWw0dA9CiaiaOcuyS14TShIlih8CShN0OQFCpRq0SaBujW48Sagyjh90jhNlOYiaikoljW4k-WFyih8CShN0d1q0jhNlOYiaikoDSWmyScmDSeBRZWFR-emqiAUTdcS0jhNlJ6U3ScNt-AuyOAozicIKfc48jcBDOAo8iA9K2hsTdKXkw2IXOAoyS14zikJsj14ydcszdKu1ScNXZWFUiA9KfAZuiYmkjPu3ifJ5dYsROA4zZeN0-PXUFD97fbRKHyMMeMw6MKG4fHvgIMMjgfMfH6qJnbIbMg6eJMJ7fbKOMsMMeMS6MKG4fFNGIMIjgfMfH6GJExCgIMJjMkMfH6GJ_VCgIMJjgfMfH6GJ_LCgIMJjgKMfH6GJ_zCgIMJjgkMfH6qJ0BMbMU6YJMJ7fbKImsMIeMb6MKG4fVvnIM9jgfMfH6qJxKCbgs65JMHbMZnC6-9e.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/use.typekit.net/ik/oQorSiGHhQtPLNr-46x3yOdJj4D9ejhx6rCRuQ9mBZjfen6BfFHN4UJLFRbh52jhWD9h5A4cZc9hZQMDwRiRF2BRZ28RZ2bhFU7iMkG0jAFu-WsoShFGZAsude80ZkoRdhXCHKoyjamTiY8Djhy8ZYmC-Ao1Oco8if37Oc	(from https://www.marrisawilsonny.com/)
11:22:46	50886/50886	---M--	200	added ('OK')	image/png	etag:CLbukPmx7v8CEAE=	https://images.squarespace-cdn.com/content/569bffe6e0327c41cd9cd467/b480af9a-afaa-4417-95e3-dcb38b9a0ae6/New+Branding+SocialArtboard+5-1+copy.png?content-type=image%2Fpng	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/569bffe6e0327c41cd9cd467/b480af9a-afaa-4417-95e3-dcb38b9a0ae6/New+Branding+SocialArtboard+5-1+copy5d45.png	(from https://www.marrisawilsonny.com/)
11:22:46	44694/44694	---M-Z	200	added ('OK')	text/javascript	etag:%22d329a22a211d881f3b248db78435a28c%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-df4714b1692f1cf006e5-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-df4714b1692f1cf006e5-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:22:48	117609/117609	---M-Z	200	added ('OK')	text/javascript	etag:%22fe0d53a94823df972dbf107bf190771a%22	http://assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/@sqs/polyfiller/1.6/modern.js	(from https://www.marrisawilsonny.com/)
11:22:50	124621/124621	---M-Z	200	added ('OK')	text/javascript	etag:%2285b875f9fdc87e56b8f63608c90f9fe8%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-a682f7ad337741eb05d6-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-a682f7ad337741eb05d6-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:22:59	246065/246065	---M-Z	200	added ('OK')	text/javascript	etag:%2256ee1cd95f0ed758feed83782291ef62%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-f9df4447a2af25df5875-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-f9df4447a2af25df5875-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:08	1370955/1370955	---M-Z	200	added ('OK')	text/javascript	etag:%22024dc916213a067b37906492f65051eb%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-f36b6dc9867ad0b8d0a8-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-f36b6dc9867ad0b8d0a8-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:08	18185/18185	---M-Z	200	added ('OK')	text/css	etag:%22af12b5659e4ea6c04ff8efe6c0e8f279%22	http://assets.squarespace.com/universal/styles-compressed/commerce-af8809f2481c48376f6a-min.en-US.css	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/styles-compressed/commerce-af8809f2481c48376f6a-min.en-US.css	(from https://www.marrisawilsonny.com/)
11:23:20	641831/641831	---M-Z	200	added ('OK')	text/javascript	etag:%22b4ad1eb47c32065c77fd014ccd2871de%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-00bc9f1e1261b5de4304-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/common-vendors-00bc9f1e1261b5de4304-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:20	2356/2356	---M-Z	200	added ('OK')	text/css	etag:%221cb892bbbc4e347f2a47b66c724aa608%22	http://assets.squarespace.com/universal/styles-compressed/user-account-core-e7c79916101ca5555200-min.en-US.css	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/styles-compressed/user-account-core-e7c79916101ca5555200-min.en-US.css	(from https://www.marrisawilsonny.com/)
11:23:23	229525/229525	---M-Z	200	added ('OK')	text/javascript	etag:%2256e72c8bfd4d7955b8affb096ba957da%22	http://assets.squarespace.com/universal/scripts-compressed/user-account-core-dc39cd039b4565da032f-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/user-account-core-dc39cd039b4565da032f-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:23	35911/35911	---M-Z	200	added ('OK')	text/javascript	etag:%22210b75deeb9af748e9c27fc69b35ae92%22	http://assets.squarespace.com/universal/scripts-compressed/performance-0a46db6ae6b189aa0db3-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/performance-0a46db6ae6b189aa0db3-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:24	815/815	---M--	200	added ('OK')	application/rss+xml	etag:W/%221caa2ddaba9940313efa489cea2b8f0c%22	https://www.marrisawilsonny.com/welcome-2?format=rss	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/welcome-2a409	(from https://www.marrisawilsonny.com/)
11:23:28	929114/929114	---M-Z	200	added ('OK')	text/css	date:Tue,%2023%20Jan%202024%2006:23:25%20GMT	https://static1.squarespace.com/static/sitecss/569bffe6e0327c41cd9cd467/323/55f0aac0e4b0f0a5b7e0b22e/5cf2b579d00a9a0001c70f4f/352/site.css	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/static1.squarespace.com/static/sitecss/569bffe6e0327c41cd9cd467/323/55f0aac0e4b0f0a5b7e0b22e/5cf2b579d00a9a0001c70f4f/352/site.css	(from https://www.marrisawilsonny.com/)
11:23:29	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2023%20Jan%202024%2006:23:29%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.googletagmanager.com/gtm.135445.delayed	(from https://www.marrisawilsonny.com/)
11:23:33	217728/217728	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2023%20Jan%202024%2006:23:30%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/connect.facebook.net/en_US/fbevents.js	(from https://www.marrisawilsonny.com/)
11:23:34	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/code.jquery.com/jquery-3.6.0.min.js	(from https://www.marrisawilsonny.com/)
11:23:41	963752/963752	---M-Z	200	added ('OK')	text/javascript	etag:%2213b1ad9726633e14bf42739fdc1fe761%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-ca72d9991578aff05f68-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/commerce-ca72d9991578aff05f68-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Jan%202024%2006:23:45%20GMT	http://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/cca86f24-5cb2-4909-b11f-3cce620e4fb7/mwny+new+logo+black.png?format=1500w	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/cca86f24-5cb2-4909-b11f-3cce620e4fb7/mwny+new+logo+black.1626f7.delayed	(from https://www.marrisawilsonny.com/)
11:23:45	10471/10471	---M-Z	200	added ('OK')	application/javascript	etag:%22d4fdb1cd1db1fe1ce00aba618353168a%22	https://chimpstatic.com/mcjs-connected/js/users/4e084f8c32170dab69277a38d/ccf1e3b896185404ed81c36e1.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/chimpstatic.com/mcjs-connected/js/users/4e084f8c32170dab69277a38d/ccf1e3b896185404ed81c36e1.js	(from https://www.marrisawilsonny.com/)
11:23:46	1587035/1587035	---M-Z	200	added ('OK')	text/javascript	etag:%22bdb2efa89e561652bea53449127039df%22	http://assets.squarespace.com/universal/scripts-compressed/common-d5252aa55e9f5e239fe8-min.en-US.js	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/assets.squarespace.com/universal/scripts-compressed/common-d5252aa55e9f5e239fe8-min.en-US.js	(from https://www.marrisawilsonny.com/)
11:23:47	68316/68316	---M--	200	added ('OK')	image/png	etag:COfNjNXi+v8CEAE=	https://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/cca86f24-5cb2-4909-b11f-3cce620e4fb7/mwny+new+logo+black.png?format=1500w	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/cca86f24-5cb2-4909-b11f-3cce620e4fb7/mwny+new+logo+black26f7.png	(from https://www.marrisawilsonny.com/)
11:23:47	8459/8459	---M--	200	added ('OK')	image/svg+xml	etag:W/%2268f8eba6b3678747d665203d91d8374d%22	https://www.marrisawilsonny.com/assets/ui-icons.svg	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/assets/ui-icons.svg	(from https://www.marrisawilsonny.com/)
11:23:49	105629/105629	---MCZ	200	added ('OK')	text/html	date:Tue,%2023%20Jan%202024%2006:23:49%20GMT	https://www.marrisawilsonny.com/cart	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/cart.html	(from https://www.marrisawilsonny.com/)
11:23:50	105200/105200	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2022%20Jan%202024%2020:41:15%20GMT	https://www.marrisawilsonny.com/search	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/search	(from https://www.marrisawilsonny.com/)
11:23:51	120760/120760	---M-Z	200	added ('OK')	text/html	etag:W/%22a1735ff055e417fc0c20935717a2c3dc%22	https://www.marrisawilsonny.com/about	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/about.html	(from https://www.marrisawilsonny.com/)
11:23:53	433523/433523	---MCZ	200	added ('OK')	text/html	etag:W/%22f0d7db2b9b7cd8aafbdb982b24eccc20--gzip%22	https://www.marrisawilsonny.com/community	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/community.html	(from https://www.marrisawilsonny.com/)
11:23:54	150261/150261	---MCZ	200	added ('OK')	text/html	etag:W/%22cebca5b6cfc94884cf32684c2816ddfd--gzip%22	https://www.marrisawilsonny.com/press-media	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/press-media.html	(from https://www.marrisawilsonny.com/)
11:23:55	265871/265871	---M-Z	200	added ('OK')	text/html	etag:W/%22f215a9782ae17a6aa9df8f8f62a87513--gzip%22	https://www.marrisawilsonny.com/shop	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop.html	(from https://www.marrisawilsonny.com/)
11:23:57	160736/160736	---MCZ	200	added ('OK')	text/html	etag:W/%22a70ab75b4060e7bad3a2b93ef1c719b4--gzip%22	https://www.marrisawilsonny.com/shop?category=SPRING%2FSUMMER%202023	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop6102.html	(from https://www.marrisawilsonny.com/)
11:23:58	136995/136995	---M-Z	200	added ('OK')	text/html	etag:W/%2267f58c06cf8ac90aa4b576ca7c605daf--gzip%22	https://www.marrisawilsonny.com/shop?category=SKETCHES	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shopa119.html	(from https://www.marrisawilsonny.com/)
11:23:59	160736/160736	---MCZ	200	added ('OK')	text/html	etag:W/%22bf70d512b9d93829be692b5d2a59b622--gzip%22	https://www.marrisawilsonny.com/shop?category=NEW%20ARRIVALS	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop88cf.html	(from https://www.marrisawilsonny.com/)
11:24:00	189382/189382	---MCZ	200	added ('OK')	text/html	etag:W/%22dd4ef70131bef89adf6a9bc885997e5a--gzip%22	https://www.marrisawilsonny.com/shop?category=FINAL%20SALE	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop8f42.html	(from https://www.marrisawilsonny.com/)
11:24:02	125795/125795	---MCZ	200	added ('OK')	text/html	etag:W/%220763d3f0a0939a8183a738d4a45a86a2--gzip%22	https://www.marrisawilsonny.com/shop?category=JUMPSUITS	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop4cc2.html	(from https://www.marrisawilsonny.com/)
11:24:03	123741/123741	---MCZ	200	added ('OK')	text/html	etag:W/%2266b345f80aa3bf994a6a6c2660f0bfe6--gzip%22	https://www.marrisawilsonny.com/shop?category=OUTERWEAR	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shopf440.html	(from https://www.marrisawilsonny.com/)
11:24:04	130129/130129	---M-Z	200	added ('OK')	text/html	etag:W/%2245f9b6768bc20ffd112440771d0513c5--gzip%22	https://www.marrisawilsonny.com/shop?category=TOPS	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shopd902.html	(from https://www.marrisawilsonny.com/)
11:24:05	162564/162564	---M-Z	200	added ('OK')	text/html	etag:W/%22bccda628c8513068efb8c65f5d3e0574--gzip%22	https://www.marrisawilsonny.com/shop?category=DRESSES	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop9ec0.html	(from https://www.marrisawilsonny.com/)
11:24:07	128987/128987	---M-Z	200	added ('OK')	text/html	etag:W/%22b6bdcedcfe6e7fb6f40a9e4c5725259c--gzip%22	https://www.marrisawilsonny.com/shop?category=BOTTOMS	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop42b9.html	(from https://www.marrisawilsonny.com/)
11:24:08	109436/109436	---MCZ	200	added ('OK')	text/html	etag:W/%22a8f755c5969dbb3098f215aadf77ea4c--gzip%22	https://www.marrisawilsonny.com/shop?category=ACCESSORIES	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop63df.html	(from https://www.marrisawilsonny.com/)
11:24:09	151303/151303	---M-Z	200	added ('OK')	text/html	etag:W/%2212568707d96c46caf9b10764b26b2bcd--gzip%22	https://www.marrisawilsonny.com/springsummer-2024-collection	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/springsummer-2024-collection.html	(from https://www.marrisawilsonny.com/)
11:24:10	269235/269235	---M-Z	200	added ('OK')	text/html	etag:W/%22834c3271df63d13f6bc2495f1e430b35--gzip%22	https://www.marrisawilsonny.com/springsummer-2023-editorial-campaign	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/springsummer-2023-editorial-campaign.html	(from https://www.marrisawilsonny.com/)
11:24:11	150020/150020	---MCZ	200	added ('OK')	text/html	etag:W/%228314549febb1e9ec09f89dae19ae501e--gzip%22	https://www.marrisawilsonny.com/fall-winter-2023-runway-collection	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/fall-winter-2023-runway-collection.html	(from https://www.marrisawilsonny.com/)
11:24:12	175993/175993	---M-Z	200	added ('OK')	text/html	etag:W/%22e224cd7a69621776f1fe345d318656f7--gzip%22	https://www.marrisawilsonny.com/spring-summer-2023-runway-collection	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/spring-summer-2023-runway-collection.html	(from https://www.marrisawilsonny.com/)
11:24:13	147453/147453	---M-Z	200	added ('OK')	text/html	etag:W/%22bd40d6192b9b8fb23301c615700639e6--gzip%22	https://www.marrisawilsonny.com/spring-summer-2022-editorial	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/spring-summer-2022-editorial.html	(from https://www.marrisawilsonny.com/)
11:24:14	129860/129860	---M-Z	200	added ('OK')	text/html	etag:W/%2254345b1309df2a8cdfa6da7679deb1a5%22	https://www.marrisawilsonny.com/levis-x-marrisa-wilson-ny-collaboration	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/levis-x-marrisa-wilson-ny-collaboration.html	(from https://www.marrisawilsonny.com/)
11:24:16	129302/129302	---MCZ	200	added ('OK')	text/html	etag:W/%2217ddf85de04472852e679af625f99a85--gzip%22	https://www.marrisawilsonny.com/fall-winter-2021-editorial	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/fall-winter-2021-editorial.html	(from https://www.marrisawilsonny.com/)
11:24:17	0/0	---M--	302	error ('Found')	text/html	etag:W/%220333cee471d1001971e592e91e1838bf%22	https://www.marrisawilsonny.com/shop-collections	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop-collections.30.delayed	(from https://www.marrisawilsonny.com/)
11:24:18	0/0	---M--	302	error ('Found')	text/html	etag:W/%223df38b321300ae2bffdfdd7563e0d7d9%22	https://www.marrisawilsonny.com/collection	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/collection.31.delayed	(from https://www.marrisawilsonny.com/)
11:24:20	526175/526175	---M--	200	added ('OK')	image/jpeg	etag:CLmXz7Wo54MDEAE=	https://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1705593901127-UXFFQUUVB8KOGOYK4IX0/image-asset.jpeg	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1705593901127-UXFFQUUVB8KOGOYK4IX0/image-asset.jpg	(from https://www.marrisawilsonny.com/)
11:24:21	265453/265453	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2227bc7285305f92900171baa1ddb8db9a%22	https://www.marrisawilsonny.com/%22https://www.instagram.com/reel/C2K5hjbu7vo/embed/%22></iframe>%22	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/_https_/www.instagram.com/reel/C2K5hjbu7vo/embed/___/iframe__.33.delayed	(from https://www.marrisawilsonny.com/)
11:24:23	640596/640596	---M--	200	added ('OK')	image/jpeg	etag:CNr4yc/R4IMDEAE=	https://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1705364443236-WZH9NKPZAD292499DRIN/image-asset.jpeg	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1705364443236-WZH9NKPZAD292499DRIN/image-asset.jpg	(from https://www.marrisawilsonny.com/)
11:24:23	265453/265453	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2227bc7285305f92900171baa1ddb8db9a%22	https://www.marrisawilsonny.com/%22https://www.instagram.com/reel/C2AgWIuuLLC/embed/%22></iframe>%22	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/_https_/www.instagram.com/reel/C2AgWIuuLLC/embed/___/iframe__.35.delayed	(from https://www.marrisawilsonny.com/)
11:24:25	265453/265453	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2227bc7285305f92900171baa1ddb8db9a%22	https://www.marrisawilsonny.com/%22https://www.instagram.com/reel/C15F8llu7-r/embed/%22></iframe>%22	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/_https_/www.instagram.com/reel/C15F8llu7-r/embed/___/iframe__.36.delayed	(from https://www.marrisawilsonny.com/)
11:24:27	324286/324286	---M--	200	added ('OK')	image/jpeg	etag:COX2qd3lzoMDEAE=	https://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1704751365604-ZN51KVT33H7B36I87UFD/image-asset.jpeg	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1704751365604-ZN51KVT33H7B36I87UFD/image-asset.jpg	(from https://www.marrisawilsonny.com/)
11:24:29	716138/716138	---M--	200	added ('OK')	image/jpeg	etag:CMKHk7jWxoMDEAE=	https://images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1704472383149-5IEFQUOHIO0AU2OZA93D/image-asset.jpeg	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/images.squarespace-cdn.com/content/v1/569bffe6e0327c41cd9cd467/1704472383149-5IEFQUOHIO0AU2OZA93D/image-asset.jpg	(from https://www.marrisawilsonny.com/)
11:24:29	265453/265453	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2227bc7285305f92900171baa1ddb8db9a%22	https://www.marrisawilsonny.com/%22https://www.instagram.com/reel/C1sb2eYulnY/embed/%22></iframe>%22	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/_https_/www.instagram.com/reel/C1sb2eYulnY/embed/___/iframe__.39.delayed	(from https://www.marrisawilsonny.com/)
11:24:31	150506/150506	---MCZ	200	added ('OK')	text/html	etag:W/%228b47cd1be7d7e274c84843e97729639d--gzip%22	https://www.marrisawilsonny.com/privacy-policy	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/privacy-policy.html	(from https://www.marrisawilsonny.com/)
11:24:32	110435/110435	---MCZ	200	added ('OK')	text/html	etag:W/%22f1bc9c4fbd076989bdef7a3560141461--gzip%22	https://www.marrisawilsonny.com/size-chart	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/size-chart.html	(from https://www.marrisawilsonny.com/)
11:24:33	114856/114856	---MCZ	200	added ('OK')	text/html	etag:W/%22e9e7cf2c58038558e0c1062bd1333544--gzip%22	https://www.marrisawilsonny.com/shop-policy	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/shop-policy.html	(from https://www.marrisawilsonny.com/)
11:24:34	112417/112417	---M-Z	200	added ('OK')	text/html	etag:W/%2279ea2981ca3207fd28b47c2a368928ac%22	https://www.marrisawilsonny.com/faq	D:/Downloads/Marrisa%20Wilson%20NYC/Marrisa%20Wilson%20NYC/www.marrisawilsonny.com/faq.html	(from https://www.marrisawilsonny.com/)
